QuestIndex;QuestName;Group;Type;LineIndex;EnglishText;ChineseText
140;Chestnut Request;BichonProvince;GotoMessage;0;Return to BichonWall Board.;完成后回到比奇城墙的公告板。
141;Gathering of Bones;BichonProvince;Description;0;BichonWall Bounty, Has been submitted.;比奇城墙悬赏任务：骨头收集。
141;Gathering of Bones;BichonProvince;TaskDescription;0;Travel to {OmaCave/Yellow} and collect {Skeleton Bone's/LightSteelBlue}.;请前往 {OmaCave/Yellow} 收集 {Skeleton Bone's/LightSteelBlue}。
141;Gathering of Bones;BichonProvince;GotoMessage;0;Return to BichonWall Board.;完成后回到比奇城墙的公告板。
142;Boar Tooth;MongchonProvince;Description;0;MudWall Bounty, Has been submitted.;泥墙城悬赏任务：野猪獠牙。
142;Boar Tooth;MongchonProvince;TaskDescription;0;Travel to {StoneTemple/Yellow} Eliminate {Boar's/Crimson} and ;请前往 {StoneTemple/Yellow}，消灭 {Boar's/Crimson}
142;Boar Tooth;MongchonProvince;TaskDescription;1;collect {Boar Tooth's/LightSteelBlue}.;并收集 {Boar Tooth's/LightSteelBlue}。
142;Boar Tooth;MongchonProvince;GotoMessage;0;Return to MudWall Board.;完成后回到泥墙城的公告板。
143;Holy Sword Quest;HolySword Quest;Description;0;A long time ago, a certain villain stole our;很久以前，有个恶人偷走了我们的
143;Holy Sword Quest;HolySword Quest;Description;1;HolySword, the best sword of our school, This ;HolySword，那是我们门派最强的圣剑。
143;Holy Sword Quest;HolySword Quest;Description;2;sword was so Holy that there is a legend, that ;关于这把剑有一个传说，
143;Holy Sword Quest;HolySword Quest;Description;3;when it smashes once storm blows and dragons ;说它一挥出就会风暴呼啸、神龙现世，
143;Holy Sword Quest;HolySword Quest;Description;4;appear well... who knows it is true or not? But ;当然……是真是假没人知道。
143;Holy Sword Quest;HolySword Quest;Description;5;if the sword exist Its power will be so huge that ;但如果这把剑仍然存在，它的力量强大到
143;Holy Sword Quest;HolySword Quest;Description;6;we can not estimate its range.;我们根本无法估量。
143;Holy Sword Quest;HolySword Quest;GotoMessage;0;Return to the Apprentice;回去找那名弟子继续了解详情。
144;Holy Sword Quest;HolySword Quest;Description;0;Travel to {TreePath/Yellow} and Eliminate {RootSpider/Crimson} ;前往 {TreePath/Yellow} 消灭 {RootSpider/Crimson}，
144;Holy Sword Quest;HolySword Quest;Description;1;then return to {Perry/LimeGreen} in {TaoVillage/Yellow};然后回到 {TaoVillage/Yellow} 找 {Perry/LimeGreen}。
144;Holy Sword Quest;HolySword Quest;GotoMessage;0;Return to Perry in TaoVillage;回到道观村找 Perry。
145;Holy Sword Quest;HolySword Quest;Description;0;Listen to {Perry's/LimeGreen} Story..;聆听 {Perry's/LimeGreen} 的故事……
146;Holy Sword Quest;HolySword Quest;Description;0;Travel through {TreePath/Yellow} and enter the {RedValley/Yellow};穿过 {TreePath/Yellow} 进入 {RedValley/Yellow}。
146;Holy Sword Quest;HolySword Quest;TaskDescription;0;Retrieve the {JadeCrystal/LightSteelBlue} by killing {BigApes/Crimson}.;通过击杀 {BigApes/Crimson} 取得 {JadeCrystal/LightSteelBlue}。
146;Holy Sword Quest;HolySword Quest;GotoMessage;0;Return to Big Taoist;取得水晶后回到大长老处。
147;Holy Sword Quest;HolySword Quest;Description;0;Listen to Abel's Story.;聆听 Abel 的故事。
147;Holy Sword Quest;HolySword Quest;GotoMessage;0;Return to Big Taoist;然后回到大长老处。
148;Holy Sword Quest;HolySword Quest;Description;0;Bring me {RedMoonChip/LightSteelBlue}.;把 {RedMoonChip/LightSteelBlue} 带来给我。
148;Holy Sword Quest;HolySword Quest;Description;1;It's a ominous demonic sword.;那是一把不祥的魔剑，
148;Holy Sword Quest;HolySword Quest;Description;2;You should seek out the sword before someone ;你必须抢在别人之前找到它，
148;Holy Sword Quest;HolySword Quest;Description;3;else gets it.;否则后果不堪设想。
148;Holy Sword Quest;HolySword Quest;TaskDescription;0;Kill {RedEvilApe's/Crimson} to find the {RedMoonChip/LightSteelBlue}.;请击杀 {RedEvilApe's/Crimson} 来寻找 {RedMoonChip/LightSteelBlue}。
148;Holy Sword Quest;HolySword Quest;TaskDescription;1;at 11:27 Walk in the corner and you will get through ;在 11:27 的角落行走，
148;Holy Sword Quest;HolySword Quest;TaskDescription;2;the hidden door.;你就会穿过隐藏的门。
148;Holy Sword Quest;HolySword Quest;GotoMessage;0;Return to Big Taoist  for further information.;之后回到大长老处获取更多情报。
149;Holy Sword Quest;HolySword Quest;Description;0;Now, let me test you once more;现在，让我再考验你一次。
149;Holy Sword Quest;HolySword Quest;Description;1;Pass through an ordeal I have prepared and bring me some;通过我准备的试炼，并带来一些
149;Holy Sword Quest;HolySword Quest;Description;2;EvilApeOil. If you do this, then I'll tell you the way to;EvilApeOil。如果你能做到，
149;Holy Sword Quest;HolySword Quest;Description;3;get the RedMoonSword;我就告诉你获得 RedMoonSword 的方法。
149;Holy Sword Quest;HolySword Quest;CompletionDescription;0;What is in the bottle is the foul blood of a RedMoonEvil I killed...;瓶子里的，是我杀死的一只 RedMoonEvil 的污秽之血……
149;Holy Sword Quest;HolySword Quest;CompletionDescription;1;If you disguised yourself as a demon of a man by;如果你把这些血抹在衣服上，手持 EvilHeart，
149;Holy Sword Quest;HolySword Quest;CompletionDescription;2;smearing it on your clothes and holding an EvilHeart;伪装成恶魔一样的存在，
149;Holy Sword Quest;HolySword Quest;CompletionDescription;3;You can get the RedMoonSword. To kill the RedMoonEvil and;就有机会得到 RedMoonSword。至于消灭 RedMoonEvil，
149;Holy Sword Quest;HolySword Quest;CompletionDescription;4;To get rid of the origin of the demon depends upon you.;以及根除这股魔物之源，就要看你的本事了。
149;Holy Sword Quest;HolySword Quest;CompletionDescription;5;It is hard for you to kill a RedMoonEvil alone,;想要独自击杀 RedMoonEvil 是很困难的，
149;Holy Sword Quest;HolySword Quest;CompletionDescription;6;Band together with many other heroes..;你需要与更多的英雄并肩作战……
149;Holy Sword Quest;HolySword Quest;GotoMessage;0;Return to Big Taoist;再回到大长老处听取最后的指示。
150;Holy Sword Quest;HolySword Quest;Description;0;Now to get an {EvilHeart/LightSteelBlue}, You need to kill ;想要获得 {EvilHeart/LightSteelBlue}，你必须击杀
150;Holy Sword Quest;HolySword Quest;Description;1;{GreyEvilApes/Crimson}.You can find them when you ;{GreyEvilApes/Crimson}。你可以通过一扇隐藏的门找到它们，
150;Holy Sword Quest;HolySword Quest;Description;2;through a hidden door. You can find this door on ;这扇门在 5 楼通往 {KingsRoom(RedMoonEvil)/Yellow} 的途中，
150;Holy Sword Quest;HolySword Quest;Description;3;the 5th floor towards {KingsRoom(RedMoonEvil)/Yellow} ;
150;Holy Sword Quest;HolySword Quest;Description;4;at 182:179 Walk in the corner and you will get through ;在 182:179 的拐角处行走，你就会穿过
150;Holy Sword Quest;HolySword Quest;Description;5;the hidden door.;那扇隐藏的门。
150;Holy Sword Quest;HolySword Quest;TaskDescription;0;Kill {GreyEvilApes/Crimson} for the {EvilHeart/LightSteelBlue}.;请击杀 {GreyEvilApes/Crimson} 以取得 {EvilHeart/LightSteelBlue}。
150;Holy Sword Quest;HolySword Quest;GotoMessage;0;Return to Big Taoist;取得 EvilHeart 后回到大长老处。
151;Holy Sword Quest;HolySword Quest;Description;0;Travel deep within {RedValley/Yellow} and Slay the;深入 {RedValley/Yellow} 的最深处，
151;Holy Sword Quest;HolySword Quest;Description;1;{RedMoonEvil/Crimson}.;将 {RedMoonEvil/Crimson} 彻底斩杀。
151;Holy Sword Quest;HolySword Quest;TaskDescription;0;Eliminate the {RedMoonEvil/Crimson}.;请消灭 {RedMoonEvil/Crimson}。
151;Holy Sword Quest;HolySword Quest;GotoMessage;0;Return to Big Taoist;完成后回到大长老处。
152;AncientOmaCavern;OmaCavern;Description;0;A Mysterious Stone... with unknown ancient ;一块神秘的石碑……刻着未知的古老符号。
152;AncientOmaCavern;OmaCavern;Description;1;symbols. There must be a way to scyther ;一定有办法解读
152;AncientOmaCavern;OmaCavern;Description;2;these symbols.;这些符号。
152;AncientOmaCavern;OmaCavern;TaskDescription;0;Search {OmaCavern/Yellow} for the {AncientScyther/LightSteelBlue}.;请在 {OmaCavern/Yellow} 寻找 {AncientScyther/LightSteelBlue}。
152;AncientOmaCavern;OmaCavern;ItemMessage;0;Search for the Ancient Scyther.;寻找 Ancient Scyther。
153;AncientOmaCavern;OmaCavern;Description;0;There seem's to be a pattern to the Scyther..;这些符号似乎有某种规律……
153;AncientOmaCavern;OmaCavern;Description;1;Maybe someone in {CastleBichon/Yellow} can scyther the;也许 {CastleBichon/Yellow} 中有人能解读
153;AncientOmaCavern;OmaCavern;Description;2;ancient symbols.;这些古老符号。
153;AncientOmaCavern;OmaCavern;TaskDescription;0;Return to {CastleBichon/Yellow} ;请回到 {CastleBichon/Yellow}，
153;AncientOmaCavern;OmaCavern;TaskDescription;1;Enquire about the symbols.;向那里的学者打听这些符号的含义。
153;AncientOmaCavern;OmaCavern;GotoMessage;0;Return to the stone.;之后再回到石碑前。
154;Emperors Problem;BichonProvince;FlagMessage;0;Increase the Emperors Morale.;提升皇帝士气。
